clean_dates,description
2020-07-13,"   Anunciamos que se reanuda la venta de boletos de la Lotería Nacional para el sorteo de cien premios de 20 millones de pesos que equivalen al valor del avión presidencial. Lo recaudado se destinará a la adquisición de más equipo médico y al fortalecimiento del sistema de salud.   Llamamos a que quienes tengan la posibilidad nos ayuden comprando un 'cachito' de 500 pesos. Los empresarios están apoyando; más de 600 millones de pesos que se tienen en la cuenta de la Lotería Nacional incluyen compras de boletos de empresarios.  El director General de la Lotería Nacional para la Asistencia Pública, Ernesto Prieto Ortega, informó que al 10 de julio se han vendido un millón 355 mil boletos, equivalentes a 677 mil 500 millones de pesos.   Resaltó la reactivación de la venta en 66 expendedoras en los estados y 40 en la Zona Metropolitana del Valle de México.   El sorteo será de 2 mil millones de pesos divididos en cien premios de 20 millones de pesos cada uno. El costo de cada boleto es de 500 pesos.   El director general de Banobras, Jorge Mendoza, informó que la dependencia a su cargo ha recibido ofertas para la compra del avión presidencial y la aeronave Gulfstream G-550; ambos son reconocidos como los de más alto valor.   Para el avión presidencial en abril se recibió una oferta por 120 millones de dólares, la cual se pagaría en parte con equipo médico.   Sobre el avión Gulfstream G-550, el segundo de mayor valor en la lista de aeronaves a la venta, Banobras recibió una oferta y un depósito de 2.5 millones de dólares.   En ambos casos se revisa la documentación y el estado de las aeronaves. Por razones de confidencialidad en esta etapa del proceso no se pueden dar mayores detalles de posibles compradores.  Los avalúos de las aeronaves ya cumplieron un año, por lo que se analiza la posibilidad de hacer nuevos dado que las condiciones de mercado han cambiado y transcurrió un año más de depreciación.   Del miércoles al viernes de esta semana, la reunión del Gabinete de Seguridad y la conferencia matutina se llevarán a cabo en Guanajuato, Jalisco y Colima. Independientemente de las diferencias, la seguridad es un asunto de interés general; tenemos la obligación de actuar juntos los gobiernos federal, estatales y municipales.       "
2020-07-10,"   La gira de trabajo en Estados Unidos fue favorable para México; representamos al país con decoro y dignidad. Estamos seguros de que en esta nueva etapa mejorará la relación bilateral y el trato a los migrantes mexicanos.  El T-MEC será positivo para las tres naciones que lo integramos. Su entrada en vigor permitirá reactivar la economía afectada por la pandemia de COVID-19. En ninguna otra región del mundo se contempla un Tratado así, que promueva inversiones, la creación de empleos, el fortalecimiento del comercio y el bienestar.  Se logró el objetivo de encontrarnos para reafirmar el compromiso de trabajar juntos en la integración económica y comercial de nuestras naciones, incluyendo Canadá, con respeto a nuestras soberanías. Esto es lo que significa este acuerdo.   Agradecemos el acompañamiento de empresarios al encuentro y el apoyo que manifestaron las y los mexicanos en el interior del país y en Washington D.C.  El siguiente paso es instrumentar el acuerdo, promover inversiones e informar a inversionistas sobre las condiciones para instalarse en el país; trabajar en coordinación con gobiernos estatales a fin de impulsar parques industriales en las entidades; mejorar las comunicaciones y garantizar el abasto de combustibles para la generación de energía eléctrica.   El propósito del Tratado es fomentar la producción en América del Norte de todo lo que actualmente se importa de otros países que se encuentran fuera de la región y tenemos todo para hacerlo.   Los nuevos aspectos que establece el T-MEC se alinean a la estrategia de desarrollo y bienestar del Gobierno de la Cuarta Transformación.   Dimos a conocer el contenido de la carta del presidente del Consejo Coordinador Empresarial (CCE), Carlos Salazar Lomelín, en la que reconoce los resultados de la visita de trabajo a Washington.   El representante del CCE se compromete a colaborar con el gobierno federal para impulsar el crecimiento inclusivo y el desarrollo social a partir del Tratado.   Sobre las recientes detenciones y extradiciones de exfuncionarios reafirmamos que se acaba la impunidad.  Debe de quedar claro que no hay intención de utilizar de manera política la aplicación de la ley, somos respetuosos para no mezclar lo político con lo jurídico.  No fabricaremos delitos a nadie como era costumbre; vamos a que se actúe con estricto apego a la legalidad y bajo la máxima liberal de que al margen de la ley nada y por encima de la ley.        "
2020-07-07,"    Llamamos a la población a mantener medidas preventivas de higiene, sana distancia y no salir de casa si no es indispensable. Es importante no descuidarnos aun cuando se ha reducido la intensidad de la transmisión de  en algunas regiones del país, como en la Ciudad de México.   Los sacrificios y buen comportamiento del pueblo nos ha permitido salvar vidas, que no se desborde el sistema médico y aplanar la curva.   Agradecemos a las y los profesionales de la salud que desde el inicio de la epidemia han estado en la primera línea de atención a pacientes enfermos de coronavirus.  Ante el incremento de contagios en entidades como Tabasco, Nayarit y Tamaulipas, continuaremos resolviendo la demanda de instalaciones hospitalarias, insumos y especialistas.   Se han otorgado fondos a entidades federativas para reforzar sus sistemas estatales de salud. Guanajuato, Michoacán, Puebla, Estado de México y Ciudad de México son cinco estados pendientes a los que hoy mismo se les transferirán recursos.   Reconocemos la labor de las y los servidores públicos del sector salud. En el transcurso de la epidemia se ha informado a la población con transparencia y apego a la verdad.   Informamos del resultado negativo de la prueba a la que nos sometimos previo al viaje a EE.UU. Anteriormente no la habíamos practicado porque no tenemos síntomas de coronavirus.  Hoy saldremos a mediodía de la Ciudad de México con destino a Washington para reunirnos el miércoles con el presidente de Estados Unidos, Donald Trump, a propósito de la entrada en vigor del T-MEC.   Además de la comitiva de funcionarios del gobierno federal que nos acompañarán, asistirá un grupo de empresarios mexicanos a la cena que ofrecerá el mandatario estadounidense en la Casa Blanca.        "
2020-07-06,"    La representación de México en Estados Unidos con motivo de la entrada en vigor del T-MEC, será digna y decorosa. Desde el inicio de esta administración ha sido respetuoso el trato a nuestro país, al gobierno, al pueblo y a la soberanía nacional.   El trato no es el mismo de antes y esto se puede probar en declaraciones, en mensajes que se vierten sobre México desde el extranjero y es una situación completamente distinta.  No se ha violado nuestra soberanía ni ha habido ningún acuerdo que la vulnere y esto tiene que ver con nuestra actitud y con el respeto de Estados Unidos. En México ya no se permiten operativos encubiertos o la introducción ilegal de armas.  El eje central de nuestra visita a la Casa Blanca es celebrar el fortalecimiento de las relaciones comerciales y de amistad a partir del inicio del Tratado de libre comercio con Estados Unidos y Canadá.   Este acuerdo es benéfico para las tres naciones; MEC significará empleos y bienestar para el pueblo de México. Se notificará al Senado de la República sobre este viaje.   Viajaremos en avión comercial el 7 de julio a mediodía desde la Ciudad de México y por la noche arribaremos a Washington. El miércoles 8 de julio iniciaremos actividades colocando ofrendas en los monumentos a Abraham Lincoln y Benito Juárez.   Horas más tarde sostendrá reuniones en la Casa Blanca con autoridades de Estados Unidos y el jueves 9 de julio regresará a México.  Reafirmamos nuestra convicción de desterrar el fraude electoral, una de las manchas que más ha denigrado a nuestra nación. Velaremos por la aplicación de la ley con respeto a las instituciones. Debemos cuidar que las elecciones sean limpias y libres.  Llamamos a las grandes corporaciones y medios de comunicación a no intervenir a favor de un candidato o partido político. Que haya equidad, piso parejo y que se respete el voto ciudadano.   La revocación de mandato será un espacio de participación democrática para que los ciudadanos se manifiesten de manera pacífica.            "
2020-07-03,"    Profundizaremos el combate a la corrupción para purificar la vida pública y lograr el renacimiento de México. Al finalizar este año quedarán sentadas las bases de la transformación.   De los cien compromisos que hicimos el 1 de diciembre de 2018, hemos cumplido cerca de 90.   Tras la crisis económica mundial provocada por la pandemia de COVID-19, sostenemos que hay señales de recuperación económica.   El aumento de las ventas en las tiendas de autoservicio, la disminución de la pérdida de empleos inscritos al Instituto Mexicano del Seguro Social y la llegada de las remesas enviadas por connacionales en Estados Unidos, son indicios de la reactivación. Adicionalmente, el peso ha recuperado valor frente al dólar.   La entrada en vigor del T-MEC ayudará a mejorar la situación económica de los países que lo integran: México, Estados Unidos y Canadá. Es una estrategia para fortalecernos.   Entre los nuevos elementos en el Tratado destacan que haya más componentes de nuestros países en todo lo que se produce y en materia laboral, que no haya desventaja en cuanto a salarios, en cuanto a condiciones laborales.   Queremos que se busque igualar, hacer uniforme, la situación laboral de México con la de Estados Unidos y de Canadá por las diferencias tan marcadas que existen.   El viaje a Washington será exclusivamente para hablar con el presidente Donald Trump del Tratado de libre comercio y la relación bilateral.   Hoy podría confirmarse la presencia del primer ministro de Canadá, Justin Trudeau, en este encuentro. Saldremos de la Ciudad de México el martes 7 de julio y los detalles del protocolo los daremos a conocer en los siguientes días.        "
2020-07-02,"    Hoy informamos que ya inició la dispersión adelantada de hasta 45 mil millones de pesos en pensiones para más de 8 millones de adultos mayores y a 744 mil niñas y niños con discapacidad. Son recursos correspondientes a los bimestres de julio – agosto y septiembre – octubre.  Como hemos dicho anteriormente, la entrega de este derecho, así como de créditos y otros beneficios de Programas Integrales de Bienestar, ayuda a la reactivación de la economía popular en la epidemia de COVID-19.  El 1 de julio, además de conmemorar dos años del triunfo democrático, comenzó el depósito de 5 mil 240 pesos de pensión a derechohabientes que cobran con tarjeta bancaria, de modo que se depositaron cerca de 25 millones 600 mil pesos a 4 millones 662 mil 391 de adultos mayores y 303 mil 357 niñas y niños con discapacidad.  En el estado de cuenta de las personas que cuentan con su Tarjeta para el Bienestar, el concepto del adelanto será: “Pensión Bienestar 4meses jul-ago sep-oct”.  En los operativos en 11 mil 800 localidades de zonas rurales se distribuirán 3 millones 804 mil  437 derechohabientes, de los cuales 3 millones 363 mil 196 son adultos mayores y 441 mil 241 son menores con discapacidad. En suma, se entregarán 20 mil millones de pesos directamente.   En la distribución participan las secretarías de Bienestar, de Hacienda y Crédito Público, de Educación, de Salud, de Marina, de la Defensa Nacional, de Seguridad y Protección Ciudadana; el Banco del Bienestar, Telecomunicaciones de México, la Guardia Nacional, Servidores de la Nación, Delegados de Programas para el Desarrollo y la Coordinación General de Programas para el Desarrollo.  Otras dependencias que ayudan con vehículos y personal son la Comisión Federal de Electricidad, Pemex y Seguridad Alimentaria Mexicana.  Sostenemos que a partir de julio comenzará la recuperación económica. Estamos optimistas porque hay buenos indicadores, como el crecimiento del consumo y las ventas en tiendas departamentales, de las remesas que envían los connacionales de Estados Unidos y la reducción en la pérdida de empleos.   Nos ajustaremos al programa que hemos dado a conocer para la visita a Washington y el encuentro con el presidente Donald Trump, enfocándonos en el inicio del T-MEC.   El gobierno federal apoyará a Guanajuato en materia de seguridad. Tenemos que hacerlo, es nuestra responsabilidad. Respetuosamente sugerimos que se haga una revisión sobre el funcionamiento de los órganos de impartir justicia en Guanajuato y observar si hay contubernio, es decir, asociación delictuosa entre delincuencia y autoridad.   Ayer, por ejemplo, 14 estados no registraron homicidios dolosos. De los 92 que ocurrieron, el 56 por ciento se concentra en tres estados: Guanajuato, Puebla y Michoacán, y el 36 por ciento se concentra en Guanajuato.  Condenamos la liberación del presunto responsable de la desaparición de los 43 normalistas de Ayotzinapa. Es una afrenta a las instituciones, al Estado este acto de corrupción en el juzgado. Se actuará con castigo a los responsables. Debemos estigmatizar estas conductas ilegales para que no se repitan.   Instruimos a la secretaria del Trabajo y Previsión Social, Luisa María Alcalde, dialogar con integrantes del Sindicato Mexicano de Electricistas.        "
2020-07-01,    Este es un día especial. Cumplimos dos años de la elección histórica en la que el mandato del pueblo nos entregó el honroso cargo de presidente de la República. A las 
2020-06-30,"   Hoy informamos sobre las denuncias que se interpondrán contra quienes resulten responsables del fraude en contratos celebrados con empresas particulares para la compra de energía eléctrica a precios elevados. En su momento daremos a conocer el monto al que asciende el daño a la Hacienda pública.  Estamos ante un posible fraude a la nación mediante estos contratos y queremos que la autoridad competente investigue. Lo hemos dicho muchas veces: nosotros no encubriremos actos de corrupción. Siempre defenderemos el interés público.  Hay exfuncionarios involucrados en estas operaciones que, tras llevar a cabo la licitación y el acuerdo principal sobre el cobro de tarifa, suscribieron un anexo con tarifas más elevadas.  Hay quienes piensan o han aceptado solo la opinión de las empresas particulares y creen que nosotros estamos cometiendo una injusticia, incluso se puso por delante que se estaba afectando la generación de energía limpia y que estábamos nosotros queriendo regresar al combustóleo para contaminar. Ese no es el fondo del asunto.   Derivado del fraude en el cobro excesivo de la energía eléctrica que se compra a particulares, el precio de la luz no se reducía a los consumidores, por lo que se pondrá orden a la dinámica de contubernio que se mantuvo en los gobiernos anteriores.   Respetaremos las determinaciones del Poder Judicial, pero también defenderemos el interés público.        "
2020-06-29,   Entre todas y todos lograremos la transformación del país; avanzamos con el apoyo de la inmensa mayoría de los mexicanos. Todo indica que ya tocamos fondo en la crisis económica por el  y vamos hacia la superficie; emergeremos y creceremos económicamente. Tenemos elementos para decir que ya pasó lo peor y pronto se darán a conocer los datos.   El miércoles 1 de julio daremos un mensaje a la nación con motivo del segundo aniversario del triunfo democrático de nuestro movimiento. No habrá conferencias de las secretarías de Economía y Bienestar de 
2020-06-26,"    En Morelia, Michoacán, realizamos la reunión del Gabinete de Seguridad y la conferencia de prensa matutina. Manifestamos nuestra solidaridad a la jefa de Gobierno, Claudia Sheinbaum Pardo, tras el atentado al secretario de Seguridad Ciudadana de la Ciudad de México, Omar García Harfuch.   Sin duda esto tiene que ver con el trabajo que se está llevando a cabo para garantizar la paz y la tranquilidad tanto en la Ciudad de México como en el país.  En Michoacán la mayoría de los delitos muestran una reducción considerable. El estado cuenta con 9 mil elementos de las secretarías de la Defensa Nacional y de Marina, además de la Guardia Nacional, de los cuales seis mil 325 son operativos y están desplegados en el estado.   Sumados a los efectivos de la Policía Estatal y de la Policía Municipal el total es de 21 mil elementos; de estos, 18 mil 404 operan en Michoacán y en nueve coordinaciones de la Guardia Nacional en las que se dividió el estado.  En 2019 construimos 22 compañías de la Guardia Nacional y para este 2020 se consideran 11. En 10 ya se consiguió el terreno y podremos iniciar la construcción.  Reafirmamos el apoyo de la Secretaría de la Defensa Nacional y la Secretaría de Marina en las tareas de seguridad pública ha sido fundamental para garantizar la paz y la tranquilidad en el país.   Desde el Poder Ejecutivo defenderemos la contribución de las Fueras Armadas y la consolidación de la Guardia Nacional.    "
2020-06-25,"   Encabezamos la reunión del Gabinete de Seguridad y la conferencia de prensa en Texcoco, Estado de México, entidad en la que han disminuido los delitos de robo a transportistas, en transporte, a casa habitación y de vehículos; el secuestro, el homicidio doloso y la violación.   Los municipios que concentran la incidencia delictiva son aquellos que tienen mayor densidad de población: Cuautitlán Izcalli, Tultitlán, Tlalnepantla, Tecámac, Ecatepec, Nezahualcóyotl, Chimalhuacán, Los Reyes La Paz, Naucalpan y Toluca.   En el Estado de México el despliegue federal consta de 7 mil 741 elementos de la Secretaría de la Defensa Nacional, mil 665 de la Secretaría de Marina y 10 mil 217 de la Guardia Nacional, los cuales se suman a 10 mil 938 de la Policía Estatal y 17 mil 847 de la Municipal.   Para este año se tienen considerados los proyectos de instalación de cuarteles de la Guardia Nacional, que en 2021 sumarán 12; estarán en las zonas con más delincuencia.   De diciembre de 2018 a junio de 2020 las instituciones de seguridad han asegurado drogas, armas, cartuchos y granadas, tomas clandestinas de combustible y litros de hidrocarburo, inmuebles, vehículos y numerario. Como parte de los operativos fueron detenidas 2 mil 657 personas.   La próxima visita a Washington no está relacionada a cuestiones político-electorales; el propósito es dar inicio a la nueva etapa del T-MEC. Para los países que lo integramos, la entrada en vigor se da en un momento oportuno.   Agradeceremos personalmente al presidente Donald Trump el apoyo que brindó a México en el momento más crítico de la epidemia para que pudiéramos adquirir ventiladores.   Extenderemos el agradecimiento a nuestros connacionales por continuar enviando remesas a sus familiares.   Esperamos la participación del primer minisitro de Canadá, Justin Trudeau. El viaje no está relacionado con cuestiones políticas o electorales. La fecha está por definirse.   Nos acompañarán los secretarios de Economía, Graciela Márquez y de Relaciones Exteriores, Marcelo Ebrard, así como del jefe de la Oficina de la Presidencia de la República, Alfonso Romo.   La entrada en vigor del Tratado se sumará a la estrategia de reactivación económica en curso, que consiste en la entrega de recursos en Programas Integrales de Bienestar y créditos a los más desfavorecidos para incentivar la capacidad de compra y consumo.   A partir del 1 de julio se distribuirán cerca de 50 mil millones de pesos a los adultos mayores por concepto de pensiones de julio – agosto y septiembre – octubre.    "
2020-06-24,"Conferencia de prensa matutina, desde el Antiguo Palacio del Ayuntamiento, Ciudad de México. Miércoles 24 de junio 2020   En el Antiguo Palacio del Ayuntamiento de la Ciudad de México realizamos la reunión del Gabinete de Seguridad y la conferencia de prensa matutina con la jefa de Gobierno, Claudia Sheinbaum. En la capital hay una importante reducción de la incidencia delictiva.  En cuanto a las fuerzas del orden federal, en la ciudad hay más de 2 mil 500 elementos de la Secretaría de la Defensa Nacional, 4 mil 228 de la Guardia Nacional y 3 mil 300 de la Secretaría de Marina desplegados en seis coordinaciones territoriales.   En la capital del país se han asegurado armas, drogas e hidrocarburos sustraídos de tomas clandestinas. Existen cinco proyectos pendientes para conseguir predios e iniciar la construcción de cuarteles de la Guardia Nacional en la Ciudad de México.   Anunciamos que el 1 de julio adelantaremos el pago de cuatro meses de pensión a adultos mayores. Es probable que después de esa fecha nos reunamos en Washington con el presidente Donald Trump por la entrada en vigor del T-MEC, que ayudará a la recuperación económica y la creación de empleos en México.   Nos importa mucho participar en el inicio de este acuerdo que consideramos histórico y oportuno. Esperamos que también asista el primer ministro de Canadá, Justin Trudeau.  Queremos agradecer al presidente Trump por el apoyo que hemos recibido para enfrentar la pandemia de coronavirus porque nos ayudó a conseguir ventiladores y eso nos permitió ampliar nuestra infraestructura hospitalaria y eso se agradece.   De parte del gobierno de Estados Unidos ha habido una relación de cooperación y respeto a nuestra soberanía.  Sobre las suspensiones a la obra del Tren Maya reiteramos que cumpliremos con los ordenamientos legales. Si el Poder Judicial nos ordena parar, respetaremos a la autoridad.        "
2020-06-23,"   Hoy informamos sobre el primer paquete de denuncias contra factureros que desde hace 10 años se dedicaron a defraudar a la Hacienda pública; se trata de 43 empresas que dejaron de pagar 55 mil 125 millones de pesos en contribuciones. Presentaremos siete querellas contra los principales grupos para equiparar a delincuencia organizada los delitos de defraudación fiscal y lavado de dinero.  El SAT enviará cartas a todos los contribuyentes a través del Buzón Tributario invitando a que se acerquen y se regularicen. En caso de que no lo hagan se dará vista a la Procuraduría Fiscal.  El subsecretario de Prevención y Promoción de la Salud, Hugo López-Gatell Ramírez, informó que, aunque la epidemia sigue activa, está disminuyendo la velocidad a que se presentan los nuevos casos.  Destacó que se han contratado y capacitado cerca de 45 mil profesionales de la salud y se expandió la capacidad hospitalaria a 890 hospitales específicamente designados para la atención de . Este proceso implicó el rescate de más de 38 hospitales que se encontraban en obra negra con el apoyo de los ingenieros militares de la Secretaría de la Defensa Nacional y del Instituto de Salud para el Bienestar.        "
2020-06-22,"   La difusión de la campaña de orientación nutricional y la nueva asignatura para estudiantes del nivel básico, Vida Saludable, tienen el objetivo de prevenir enfermedades crónicas como diabetes, hipertensión y obesidad.  Utilizaremos los tiempos oficiales en radio y televisión, así como medios escritos y redes sociales. En los libros de texto habrá contenidos educativos orientados a generar hábitos alimenticios saludables, evitar el consumo de productos procesados e incentivar la actividad física.  Los productos chatarra, además de ser perjudiciales para la salud, resultan más costosos que una fruta, por ejemplo.   Reafirmamos nuestra convicción de ajustar las estructuras administrativas y erradicar la duplicidad y la simulación para reducir costos. El gobierno funcionará a partir de una nueva realidad.  El miércoles llevaremos a cabo la reunión del Gabinete de Seguridad en el Antiguo Palacio del Ayuntamiento de la Ciudad de México; el jueves en Texcoco, en el Estado de México, donde también inauguraremos un hospital, y el viernes en Morelia, Michoacán, estado en el que visitaremos un nuevo cuartel de la Guardia Nacional.        "
2020-06-19,"   Realizamos la reunión del Gabinete de Seguridad en Cuernavaca, Morelos. Recordamos el décimo aniversario luctuoso de Carlos Monsiváis, un escritor de primer orden que además de su talento siempre acompañó las luchas sociales y democráticas del país. Lo recordamos con cariño y admiración.   Revisaremos la posibilidad de que la Secretaría de Gobernación asuma las funciones y facultades del Conapred para reducir el aparato burocrático. Seguiremos combatiendo la discriminación. Proponemos que la nueva titular de la dependencia sea una mujer indígena porque ese sector ha sido el más humillado y el que padece mayormente del racismo en México.  En las distintas culturas originarias hay mujeres con mucha convicción que sabrán defender los derechos, que no haya racismo, que no haya clasismo, que no haya discriminación. Solo los que han sentido humillaciones saben lo que debe hacerse.   Si no hemos padecido de discriminación, racismo, clasismo y humillaciones, tenemos una actitud distinta. El gobierno tiene que evitar que se comentan estos abusos.   Aceptaremos la renuncia de Mónica Maccise Duayhe al frente de la Conapred. Lo más honesto es no aplicar un cargo si no se tiene afinidad con el proyecto. Quienes no compartan la política de transformación que se está llevando a cabo, con toda la libertad pueden decidir no trabajar en el gobierno, en lo que tiene que ver con las facultades del Ejecutivo.   Durante el periodo neoliberal los gobiernos simularon que combatían la corrupción y la discriminación a través de organismos onerosos mientras privatizaban, saqueaban al país y violaban derechos humanos. Por eso haremos ajustes administrativos en los que dependan del Poder Ejecutivo.   Ya no son las mismas condiciones. Mantener todos esos organismos cuesta mucho y es dinero del pueblo. Lo que buscamos es que el dinero del presupuesto le llegue al pueblo.   En su momento presentaremos iniciativas de reforma a la Constitución para aquellos que fueron creados por ley.  Tenemos que ajustar al gobierno a la nueva realidad. Nosotros no convertiremos lo público en privado.        "
2020-06-18,"    Celebramos la elección de México en la ONU, con 187 votos a favor, para formar parte de su Consejo de Seguridad. Es un reconocimiento a la grandeza histórica y cultural de nuestro país. Agradecemos a los gobiernos del mundo su confianza.   Instruimos a nuestro representante en ese organismo internacional, Juan Ramón de la Fuente, hacer valer la tradición de política exterior de México: autodeterminación de los pueblos, la no intervención, la solución pacífica de las controversias, la cooperación para el desarrollo, el respeto, la protección y promoción de los derechos humanos y la lucha por la paz.  México promoverá algunos asuntos básicos al Consejo de Seguridad de la ONU, como el cumplimiento de los derechos humanos fundamentales proclamados por el presidente Franklin D. Roosevelt: derecho a la libertad de palabra, a la libertad de culto, a vivir sin miedos y temores, y libres de miseria.   Fomentará la cooperación para el desarrollo sustentable con el propósito de que naciones ricas y organismos financieros internacionales apoyen a los pueblos y gobiernos pobres para combatir el hambre y las epidemias.   Proponemos evitar el racismo, el clasismo, el sexismo, la xenofobia y la discriminación en todas sus expresiones.   Ayudar con inversiones y programas de desarrollo regional para que ningún ser humano se vea obligado a migrar de su lugar de origen por falta de oportunidades de trabajo o por violencia.   Procuraremos que en ningún conflicto se efectúe la fuerza y que en ningún caso se imponga el poder hegemónico de las potencias.   Siempre votaremos a favor de la no violencia, guiados por el principio del presidente Benito Juárez García: «Entre los individuos como entre las naciones, el respeto al derecho ajeno es la paz».        "
2020-06-17,"   Expresamos nuestro más sentido pésame por el asesinato del juez Uriel Villegas Ortiz y su esposa. Es un crimen atroz, condenable; trabajamos con el Poder Judicial y la FGR para castigar a los responsables.   En el Gobierno de la Cuarta Transformación seguiremos trabajando para hacer frente a la delincuencia. Cerramos filas con las instituciones para que estos crímenes no se repitan nunca más. La FGR ya atrajo la investigación del caso y desde el Poder Ejecutivo daremos seguimiento.   Posterior a la reunión del Gabinete de Seguridad en Puebla, el secretario de la Defensa Nacional, Luis Cresencio Sandoval, informó que los delitos de violación, extorsión, robo a casa habitación, robo de transporte y robo de vehículos han disminuido.   En esta entidad la Sedena, la Secretaría de Marina, la Guardia Nacional, la Policía Estatal y la Policía Municipal mantienen un despliegue total de 18 mil 545 elementos en siete coordinaciones regionales.   En Puebla se tiene el proyecto de la construcción de cinco cuarteles de la Guardia Nacional; el avance en la gestión de predios es del 50 por ciento.  Entre los aseguramientos destacan los relacionados a tomas clandestinas, combustibles, gas LP, vehículos implicados en robo de hidrocarburos e inmuebles.  Refrendamos el agradecimiento a la Sedena y la Semar por el apoyo que han brindado a la población para hacer frente a la epidemia de COVID-19.   Durante y después de la epidemia continuaremos equipando hospitales; también seguirá la contratación de personal médico y en septiembre ampliaremos las capacidades para que las y los médicos estudien especialidades.       "
2020-06-16,"   En Tlaxcala, Tlaxcala, llevamos a cabo la reunión del Gabinete de Seguridad y la conferencia matutina, en la que anunciamos la próxima presentación de un fraude de facturación falsa por 48 mil millones de pesos que cometieron exfuncionarios del sexenio anterior.   Presentaremos las denuncias penales correspondientes. Este mecanismo ilegal se extendió y derivó en la fuga de 300 mil millones de pesos. Muchos de los implicados no sabne que sus facturas son falsas, por lo que daremos la oportunidad a todos esos contribuyentes para que se regularicen.  La recaudación sirve, entre otros fines, para financiar los Programas Integrales de Bienestar. En el caso de Sembrando Vida, esta iniciativa fomenta la reforestación de un millón de hectáreas y la generación de más de 400 mil empleos con una inversión de 26 mil millones de pesos este año.   En un país como el nuestro, en el que faltan empleos, tenemos que procurar la creación masiva de empleos, no solo uso intensivo de capital porque puede establecerse una planta moderna con una inversión millonaria pero es automatizada y no genera tantos empleos.  Aunque Sembrando Vida no paga el promedio de lo que gana un trabajador de la industria automotriz o un inscrito al Instituto Mexicano del Seguro Social, se trata de un programa que genera 400 mil puestos de trabajo para habitantes del campo, a los que les garantiza un ingreso mensual.   No hay en el mundo un programa así. Decir que esto es una dádiva es muy característico del conservadurismo. Para los neoliberales todo lo que se destina al pueblo es populismo, paternalismo. Lo que destinaban a los de arriba, el convertir las deudas privadas en públicas, le llamaban fomento. Son visiones distintas.    Entre las acciones de seguridad y vigilancia, el secretario de la Defensa Nacional, Luis Cresencio Sandoval, informó que se han asegurado 195 tomas clandestinas para robo de combustible, 18 para tomas clandestinas de gas, 86 mil litros de combustible y 18 mil 300 de gas, 190 vehículos terrestres y 100 detenidos por robo.        "
2020-06-15,"    Realizamos la reunión del Gabinete de Seguridad en Veracruz, un estado en el que se redujo la incidencia del delito de secuestro. Sostenemos que hay gobernabilidad en el país; no se ha registrado un desbordamiento social ni violencia política.   Estamos dando atención al pueblo, sobre todo a la gente humilde, como no había ocurrido en la historia reciente del país. En esta nueva etapa en la epidemia de  confiamos en que la población no caerá en excesos ni actuará de forma irresponsable.  Expusimos que 113 mil mujeres y hombres de 18 a 29 años trabajan como aprendices recibiendo un salario mínimo en el programa Jóvenes Construyendo el Futuro.   En materia de becas, 31 mil estudiantes de nivel superior, 275 mil estudiantes de preparatoria y 322 mil estudiantes de nivel básico tienen beca.   En Veracruz se construyen ocho universidades públicas y 13 mil 168 escuelas reciben recursos para rehabilitación y mejoramiento de instalaciones como parte del programa La Escuela es Nuestra.   Actualmente 637 mil 495 adultos mayores de Veracruz tienen una pensión bimestral y 86 mil niñas y niños con discapacidad acceden al mismo beneficio, al igual que 7 mil 336 niñas y niños de estancias infantiles.  Para impulsar la economía de los pequeños productores se han otorgado mil 760 apoyos de crédito ganadero a la palabra; 230 mil productores, incluidos cañeros y cafetaleros, reciben recursos de Producción para el Bienestar y se aplica el programa de Precios de Garantía para Productos Básicos.  En Veracruz, 56 mil personas tienen Tandas para el Bienestar y 10 mil 91 recibieron créditos a la palabra de 25 mil pesos.   En dos meses se dieron 40 mil 685 créditos a los trabajadores de la economía informal. El programa Sembrando Vida emplea a 66 mil campesinos para cultivar árboles frutales y maderables.    En este estado inició la construcción de 235 sucursales del Banco del Bienestar que se distribuirán en los 212 municipios.   El Programa de Mejoramiento Urbano llegará a 70 municipios y colonias populares de Veracruz para introducir agua, drenaje, pavimentación y espacios comunitarios. Además se otorgarán créditos para la vivienda.   En materia de proyectos de desarrollo, Veracruz es sede de la modernización de la refinería de Minatitlán, la ampliación del Puerto de Coatzacoalcos y la rehabilitación del Tren del Istmo.  De 8 millones 500 mil habitantes en el estado y 2 millones 250 mil viviendas, los Programas Integrales de Bienestar llegan a un millón 900 mil beneficiarios.   Tenemos que combatir la pobreza no solo por razones humanitarias sino porque así es como vamos podremos vivir en paz.        "
